unix_timestamp,Agile Import price (p/kWh),Agile Export price (p/kWh),Asset_load,New_asset_load,New_asset_load_rolling,Carbon Intensity
1717282800,14.91,7.45,1,0,,116.0
1717284600,14.91,7.45,1,1,,114.0
1717286400,14.91,7.45,1,1,,112.0
1717288200,14.91,7.45,1,1,,107.0
1717290000,14.91,7.45,1,1,,101.0
1717291800,14.7,7.36,1,1,,102.0
1717293600,12.81,6.51,1,1,,102.0
1717295400,12.81,6.51,1,1,,105.0
1717297200,12.81,6.51,1,1,,93.0
1717299000,12.6,6.42,1,1,,89.0
1717300800,11.97,6.14,1,0,,97.0
1717302600,10.52,5.49,1,1,,93.0
1717304400,10.08,5.29,1,1,,78.0
1717306200,12.1,6.19,1,1,,66.0
1717308000,10.92,5.67,1,1,,57.0
1717309800,13.02,6.61,1,1,,54.0
1717311600,12.26,6.27,1,1,,52.0
1717313400,13.02,6.61,1,1,,55.0
1717315200,11.97,6.14,1,1,,57.0
1717317000,11.97,6.14,1,1,,57.0
1717318800,11.97,6.14,1,0,,68.0
1717320600,11.97,6.14,1,1,,57.0
1717322400,11.97,6.14,1,1,,46.0
1717324200,10.5,5.48,1,1,,48.0
1717326000,10.92,5.67,1,1,,40.0
1717327800,10.5,5.48,1,1,,42.0
1717329600,13.02,6.61,1,1,,53.0
1717331400,10.52,5.49,1,1,,73.0
1717333200,10.5,5.48,1,1,,84.0
1717335000,10.5,5.48,1,1,,99.0
1717336800,10.5,5.48,1,0,,104.0
1717338600,10.52,5.49,1,1,,109.0
1717340400,25.2,11.75,1,1,,118.0
1717342200,27.72,12.88,1,1,,135.0
1717344000,31.84,14.72,1,1,,137.0
1717345800,33.47,15.45,1,1,,141.0
1717347600,32.76,15.13,1,1,,152.0
1717349400,33.89,15.64,1,1,,153.0
1717351200,18.92,9.25,1,1,,162.0
1717353000,19.45,9.48,1,1,,166.0
1717354800,19.17,9.36,1,0,,178.0
1717356600,18.06,8.86,1,1,,190.0
1717358400,19.34,9.44,1,1,,186.0
1717360200,18.48,9.05,1,1,,180.0
1717362000,18.48,9.05,1,1,,175.0
1717363800,17.75,8.72,1,1,,151.0
1717365600,17.22,8.49,1,1,,139.0
1717367400,16.8,8.3,1,1,,138.0
1717369200,15.88,7.89,1,1,,159.0
1717371000,15.46,7.7,1,1,,
1717372800,14.45,7.25,1,0,,
1717374600,14.45,7.25,1,1,,
1717376400,13.44,6.8,1,1,,
1717378200,13.44,6.8,1,1,,
1717380000,13.44,6.8,1,1,,
1717381800,12.83,6.52,1,1,,
1717383600,13.88,6.99,1,1,,
1717385400,13.1,6.65,1,1,,
1717387200,14.07,7.08,1,1,,
1717389000,14.89,7.44,1,1,,
1717390800,16.8,8.3,1,0,,
1717392600,18.88,9.23,1,1,,
1717394400,20.68,10.04,1,1,,
1717396200,24.57,11.78,1,1,,
1717398000,19.74,9.62,1,1,,
1717399800,20.16,9.8,1,1,,
1717401600,18.27,8.96,1,1,,
1717403400,17.14,8.45,1,1,,
1717405200,18.14,8.9,1,1,,
1717407000,18.06,8.86,1,1,,
1717408800,17.22,8.49,1,0,,
1717410600,16.53,8.18,1,1,,
1717412400,16.51,8.17,1,1,,
1717414200,15.75,7.83,1,1,,
1717416000,15.33,7.64,1,1,,
1717417800,15.12,7.55,1,1,,
1717419600,15.12,7.55,1,1,,
1717421400,14.53,7.28,1,1,,
1717423200,15.09,7.53,1,1,,
1717425000,15.98,7.93,1,1,,
1717426800,30.2,13.99,1,0,,
1717428600,31.96,14.78,1,1,,
1717430400,34.92,16.1,1,1,,
1717432200,33.6,15.51,1,1,,
1717434000,36.71,16.9,1,1,,
1717435800,35.91,16.54,1,1,,
1717437600,24.78,11.87,1,1,,
1717439400,23.52,11.31,1,1,,
1717441200,23.31,11.21,1,1,,
1717443000,22.87,11.02,1,1,,
1717444800,21.63,10.46,1,0,,
1717446600,19.8,9.64,1,1,,
1717448400,19.49,9.5,1,1,,
1717450200,17.64,8.68,1,1,,
1717452000,18.69,9.15,1,1,,
1717453800,20.16,9.8,1,1,,
1717455600,17.91,8.8,1,1,,
1717457400,17.6,8.66,1,1,,
1717459200,17.3,8.53,1,1,,
1717461000,16.97,8.38,1,1,0.9,
1717462800,15.64,7.78,1,0,0.9,
1717464600,14.28,7.17,1,1,0.9,
1717466400,13.27,6.72,1,1,0.9,
1717468200,11.97,6.14,1,1,0.9,
1717470000,14.74,7.38,1,1,0.9,
1717471800,13.65,6.89,1,1,0.9,
1717473600,15.12,7.55,1,1,0.9,
1717475400,15.6,7.76,1,1,0.9,
1717477200,20.18,9.81,1,1,0.9,
1717479000,23.1,11.12,1,1,0.9,
1717480800,22.89,11.03,1,0,0.9,
1717482600,25.43,12.16,1,1,0.9,
1717484400,18.9,9.24,1,1,0.9,
1717486200,17.77,8.73,1,1,0.9,
1717488000,15.75,7.83,1,1,0.9,
1717489800,14.38,7.22,1,1,0.9,
1717491600,13.15,6.66,1,1,0.9,
1717493400,11.78,6.05,1,1,0.9,
1717495200,11.34,5.86,1,1,0.9,
1717497000,10.71,5.57,1,1,0.9,
1717498800,8.65,4.65,1,0,0.9,
1717500600,7.46,4.12,1,1,0.9,
1717502400,6.57,3.72,1,1,0.9,
1717504200,4.67,2.87,1,1,0.9,
1717506000,8.4,4.54,1,1,0.9,
1717507800,6.93,3.88,1,1,0.9,
1717509600,6.87,3.85,1,1,0.9,
1717511400,8.19,4.45,1,1,0.9,
1717513200,24.25,11.33,1,1,0.9,
1717515000,27.51,12.78,1,1,0.9,
1717516800,29.61,13.72,1,0,0.9,
1717518600,31.06,14.37,1,1,0.9,
1717520400,35.2,16.22,1,1,0.9,
1717522200,35.07,16.17,1,1,0.9,
1717524000,21.42,10.37,1,1,0.9,
1717525800,20.83,10.1,1,1,0.9,
1717527600,21.9,10.58,1,1,0.9,
1717529400,22.51,10.86,1,1,0.9,
1717531200,20.79,10.09,1,1,0.9,
1717533000,18.63,9.12,1,1,0.9,
1717534800,15.83,7.87,1,0,0.9,
1717536600,12.39,6.33,1,1,0.9,
1717538400,9.53,5.05,1,1,0.9,
1717540200,5.04,3.04,1,1,0.9,
1717542000,6.59,3.73,1,1,0.9,
1717543800,3.25,2.24,1,12,1.01,
1717545600,6.85,3.84,1,1,1.01,
1717547400,7.56,4.16,1,1,1.01,
1717549200,6.93,3.88,1,1,1.01,
1717551000,5.25,3.13,1,1,1.01,
1717552800,7.56,4.16,1,0,1.01,
1717554600,7.31,4.05,1,1,1.01,
1717556400,6.89,3.86,1,1,1.01,
1717558200,5.67,3.32,1,1,1.01,
1717560000,8.82,4.73,1,1,1.01,
1717561800,10.29,5.39,1,1,1.01,
1717563600,13.65,6.89,1,1,1.01,
1717565400,19.07,9.32,1,1,1.01,
1717567200,16.44,8.14,1,1,1.01,
1717569000,18.42,9.02,1,1,1.01,
1717570800,18.88,9.23,1,0,1.01,
1717572600,18.48,9.05,1,1,1.01,
1717574400,16.57,8.2,1,1,1.01,
1717576200,15.75,7.83,1,1,1.01,
1717578000,12.26,6.27,1,1,1.01,
1717579800,10.77,5.6,1,1,1.01,
1717581600,10.49,5.48,1,1,1.01,
1717583400,10.08,5.29,1,1,1.01,
1717585200,9.91,5.22,1,1,1.01,
1717587000,8.9,4.77,1,1,1.01,
1717588800,7.14,3.98,1,0,1.01,
1717590600,5.61,3.29,1,1,1.01,
1717592400,5.46,3.22,1,1,1.01,
1717594200,4.62,2.85,1,1,1.01,
1717596000,6.72,3.79,1,1,1.01,
1717597800,8.23,4.46,1,1,1.01,
1717599600,23.94,11.19,1,1,1.01,
1717601400,25.62,11.94,1,1,1.01,
1717603200,29.4,13.63,1,1,1.01,
1717605000,30.24,14.01,1,1,1.01,
1717606800,34.02,15.7,1,0,1.01,
1717608600,33.18,15.32,1,1,1.01,
1717610400,22.18,10.71,1,1,1.01,
1717612200,22.18,10.71,1,1,1.01,
1717614000,22.05,10.65,1,1,1.01,
1717615800,21.84,10.56,1,1,1.01,
1717617600,21.97,10.61,1,1,1.01,
1717619400,20.58,9.99,1,1,1.01,
1717621200,20.16,9.8,1,1,1.01,
1717623000,16.57,8.2,1,1,1.01,
1717624800,16.0,7.94,1,0,1.01,
1717626600,15.54,7.74,1,1,1.01,
1717628400,13.65,6.89,1,1,1.01,
1717630200,13.57,6.85,1,1,1.01,
1717632000,13.88,6.99,1,1,1.01,
1717633800,15.27,7.61,1,1,1.01,
1717635600,13.65,6.89,1,1,1.01,
1717637400,13.65,6.89,1,1,1.01,
1717639200,13.63,6.88,1,1,1.01,
1717641000,13.65,6.89,1,1,1.01,
1717642800,16.38,8.11,1,0,1.01,
1717644600,14.76,7.39,1,1,1.01,
1717646400,18.48,9.05,1,1,1.01,
1717648200,19.64,9.57,1,1,1.01,
1717650000,19.82,9.65,1,1,1.01,
1717651800,22.05,10.65,1,1,1.01,
1717653600,18.9,9.24,1,1,1.01,
1717655400,20.5,9.95,1,1,1.01,
1717657200,19.93,9.7,1,1,1.01,
1717659000,19.36,9.45,1,1,1.01,
1717660800,18.52,9.07,1,0,1.01,
1717662600,17.47,8.6,1,1,1.01,
1717664400,15.64,7.78,1,1,1.01,
1717666200,15.64,7.78,1,1,1.01,
1717668000,15.64,7.78,1,1,1.01,
1717669800,15.64,7.78,1,1,1.01,
1717671600,14.72,7.37,1,1,1.01,
1717673400,13.84,6.97,1,1,1.01,
1717675200,12.89,6.55,1,1,1.01,
1717677000,11.74,6.03,1,1,1.01,
1717678800,11.13,5.76,1,0,1.01,
1717680600,10.42,5.44,1,1,1.01,
1717682400,10.92,5.67,1,1,1.01,
1717684200,11.13,5.76,1,1,1.01,
1717686000,28.14,13.07,1,1,1.01,
1717687800,28.98,13.44,1,1,1.01,
1717689600,31.79,14.7,1,1,1.01,
1717691400,31.08,14.38,1,1,1.01,
1717693200,33.94,15.66,1,1,1.01,
1717695000,34.36,15.85,1,1,1.01,
1717696800,23.65,11.36,1,0,1.01,
1717698600,23.02,11.08,1,1,1.01,
1717700400,23.88,11.47,1,1,1.01,
1717702200,23.88,11.47,1,1,1.01,
1717704000,21.84,10.56,1,1,1.01,
1717705800,20.16,9.8,1,1,1.01,
1717707600,18.9,9.24,1,1,1.01,
1717709400,16.7,8.25,1,1,1.01,
1717711200,18.06,8.86,1,1,1.01,
1717713000,17.85,8.77,1,1,1.01,
1717714800,16.48,8.16,1,0,1.01,
1717716600,17.2,8.48,1,1,1.01,
1717718400,15.64,7.78,1,1,1.01,
1717720200,17.9,8.8,1,1,1.01,
1717722000,17.64,8.68,1,1,1.01,
1717723800,15.56,7.75,1,1,0.9,
1717725600,15.56,7.75,1,1,0.9,
1717727400,15.12,7.55,1,1,0.9,
1717729200,15.56,7.75,1,1,0.9,
1717731000,14.28,7.17,1,1,0.9,
1717732800,15.56,7.75,1,0,0.9,
1717734600,16.13,8.0,1,1,0.9,
1717736400,16.02,7.95,1,1,0.9,
1717738200,21.19,10.26,1,1,0.9,
1717740000,15.79,7.85,1,1,0.9,
1717741800,18.57,9.1,1,1,0.9,
1717743600,15.56,7.75,1,1,0.9,
1717745400,14.93,7.46,1,1,0.9,
1717747200,14.2,7.13,1,1,0.9,
1717749000,12.43,6.34,1,1,0.9,
1717750800,10.5,5.48,1,0,0.9,
1717752600,9.51,5.04,1,1,0.9,
1717754400,8.4,4.54,1,1,0.9,
1717756200,8.61,4.63,1,1,0.9,
1717758000,8.36,4.52,1,1,0.9,
1717759800,7.35,4.07,1,1,0.9,
1717761600,5.88,3.41,1,1,0.9,
1717763400,4.01,2.58,1,1,0.9,
1717765200,4.2,2.66,1,1,0.9,
1717767000,4.2,2.66,1,1,0.9,
1717768800,5.46,3.22,1,0,0.9,
1717770600,7.35,4.07,1,1,0.9,
1717772400,23.08,10.8,1,1,0.9,
1717774200,26.25,12.22,1,1,0.9,
1717776000,27.66,12.85,1,1,0.9,
1717777800,29.46,13.66,1,1,0.9,
1717779600,32.11,14.84,1,1,0.9,
1717781400,32.93,15.21,1,1,0.9,
1717783200,19.95,9.71,1,1,0.9,
1717785000,20.03,9.75,1,1,0.9,
1717786800,20.87,10.12,1,0,0.9,
1717788600,20.5,9.95,1,1,0.9,
1717790400,19.82,9.65,1,1,0.9,
1717792200,19.74,9.62,1,1,0.9,
1717794000,18.9,9.24,1,1,0.9,
1717795800,14.77,7.39,1,1,0.9,
1717797600,18.27,8.96,1,1,0.9,
1717799400,15.02,7.5,1,1,0.9,
1717801200,13.61,6.87,1,1,0.9,
1717803000,9.61,5.08,1,1,0.9,
1717804800,7.31,4.05,1,0,0.9,
1717806600,7.67,4.21,1,1,0.9,
1717808400,8.74,4.69,1,1,0.9,
1717810200,5.92,3.43,1,1,0.9,
1717812000,6.3,3.6,1,1,0.9,
1717813800,7.35,4.07,1,1,0.9,
1717815600,7.33,4.06,1,1,0.9,
1717817400,7.35,4.07,1,1,0.9,
1717819200,7.25,4.02,1,1,0.9,
1717821000,7.14,3.98,1,1,0.9,
1717822800,7.39,4.09,1,0,0.9,
1717824600,9.87,5.2,1,1,0.9,
1717826400,5.5,3.24,1,1,0.9,
1717828200,5.67,3.32,1,1,0.9,
1717830000,3.04,2.14,1,1,0.9,
1717831800,3.15,2.19,1,1,0.9,
1717833600,1.16,1.3,1,1,0.9,
1717835400,1.64,1.51,1,1,0.9,
1717837200,0.78,1.13,1,1,0.9,
1717839000,0.34,0.93,1,2,0.91,
1717840800,-0.84,0.4,1,0,0.91,
1717842600,-1.93,0.0,1,1,0.91,
1717844400,-1.89,0.0,1,1,0.91,
1717846200,-5.78,0.0,1,1,0.91,
1717848000,-6.51,0.0,1,1,0.91,
1717849800,-8.4,0.0,1,21,1.11,
1717851600,-6.09,0.0,1,1,1.11,
1717853400,-6.3,0.0,1,1,1.11,
1717855200,-1.76,0.0,1,1,1.11,
1717857000,0.84,1.16,1,1,1.11,
1717858800,11.63,5.68,1,0,1.11,
1717860600,16.97,8.07,1,1,1.11,
1717862400,16.8,7.99,1,1,1.11,
1717864200,26.46,12.31,1,1,1.11,
1717866000,28.77,13.35,1,1,1.11,
1717867800,31.5,14.57,1,1,1.11,
1717869600,17.85,8.77,1,1,1.11,
1717871400,17.85,8.77,1,1,1.11,
1717873200,20.02,9.74,1,1,1.11,
1717875000,19.32,9.43,1,1,1.11,
1717876800,19.95,9.71,1,0,1.11,
1717878600,18.29,8.97,1,1,1.11,
1717880400,17.75,8.72,1,1,1.11,
1717882200,14.93,7.46,1,1,1.11,
1717884000,12.54,6.39,1,1,1.11,
1717885800,8.71,4.68,1,1,1.11,
1717887600,7.06,3.94,1,1,1.11,
1717889400,3.72,2.44,1,1,1.11,
1717891200,2.5,1.9,1,1,1.11,
1717893000,2.5,1.9,1,1,1.11,
1717894800,2.9,2.08,1,0,1.11,
1717896600,0.13,0.84,1,1,1.11,
1717898400,2.06,1.7,1,1,1.11,
1717900200,2.1,1.72,1,1,1.11,
1717902000,3.78,2.47,1,1,1.11,
1717903800,2.21,1.77,1,1,1.11,
1717905600,2.21,1.77,1,1,1.11,
1717907400,2.21,1.77,1,1,1.11,
1717909200,1.34,1.38,1,1,1.11,
1717911000,4.56,2.82,1,1,1.11,
1717912800,0.0,0.78,1,0,1.11,
1717914600,0.0,0.78,1,1,1.11,
1717916400,-0.32,0.64,1,1,1.11,
1717918200,2.1,1.72,1,1,1.11,
1717920000,-1.34,0.18,1,1,1.11,
1717921800,2.04,1.69,1,1,1.11,
1717923600,-2.0,0.0,1,5,1.15,
1717925400,-1.47,0.12,1,1,1.15,
1717927200,-1.11,0.28,1,1,1.15,
1717929000,0.42,0.97,1,1,1.15,
1717930800,2.52,1.91,1,0,1.15,
1717932600,1.01,1.23,1,1,1.15,
1717934400,1.95,1.65,1,1,1.15,
1717936200,2.1,1.72,1,1,1.15,
1717938000,-0.21,0.69,1,2,1.16,
1717939800,0.21,0.87,1,1,1.16,
1717941600,3.04,2.14,1,1,1.16,
1717943400,7.18,3.99,1,1,1.16,
1717945200,26.25,12.22,1,1,1.16,
1717947000,30.24,14.01,1,1,1.16,
1717948800,31.92,14.76,1,0,1.16,
1717950600,33.01,15.25,1,1,1.16,
1717952400,32.82,15.16,1,1,1.16,
1717954200,33.56,15.49,1,1,1.16,
1717956000,19.24,9.39,1,1,1.16,
1717957800,19.53,9.52,1,1,1.16,
1717959600,22.25,10.74,1,1,1.16,
1717961400,20.5,9.95,1,1,1.16,
1717963200,21.25,10.29,1,1,1.16,
1717965000,19.95,9.71,1,1,1.16,
1717966800,18.06,8.86,1,0,1.16,
1717968600,13.65,6.89,1,1,1.16,
1717970400,18.27,8.96,1,1,1.16,
1717972200,16.8,8.3,1,1,1.16,
1717974000,14.28,7.17,1,1,1.16,
1717975800,11.76,6.04,1,1,1.16,
1717977600,11.55,5.95,1,1,1.16,
1717979400,10.5,5.48,1,1,1.16,
1717981200,12.18,6.23,1,1,1.16,
1717983000,9.45,5.01,1,2,1.17,
1717984800,10.42,5.44,1,0,1.17,
1717986600,10.88,5.65,1,1,1.17,
1717988400,13.65,6.89,1,1,1.17,
1717990200,13.65,6.89,1,1,1.17,
1717992000,13.65,6.89,1,1,1.17,
1717993800,11.76,6.04,1,1,1.17,
1717995600,16.11,7.99,1,1,1.17,
1717997400,21.17,10.26,1,1,1.17,
1717999200,20.16,9.8,1,1,1.17,
1718001000,23.1,11.12,1,1,1.17,
1718002800,22.18,10.71,1,0,1.17,
1718004600,19.78,9.63,1,1,1.17,
1718006400,18.5,9.06,1,1,1.17,
1718008200,16.8,8.3,1,1,1.17,
1718010000,15.44,7.69,1,1,1.17,
1718011800,15.6,7.76,1,1,1.17,
1718013600,13.5,6.82,1,1,1.17,
1718015400,12.6,6.42,1,1,1.17,
1718017200,11.4,5.88,1,1,1.17,
1718019000,10.88,5.65,1,1,1.16,
1718020800,11.13,5.76,1,0,1.16,
1718022600,11.13,5.76,1,1,1.16,
1718024400,10.08,5.29,1,1,1.16,
1718026200,10.5,5.48,1,1,1.16,
1718028000,10.12,5.31,1,1,1.16,
1718029800,11.97,6.14,1,1,0.96,
1718031600,24.15,11.28,1,1,0.96,
1718033400,27.3,12.69,1,1,0.96,
1718035200,29.4,13.63,1,1,0.96,
1718037000,30.07,13.93,1,1,0.96,
1718038800,33.6,15.51,1,0,0.96,
1718040600,34.23,15.79,1,1,0.96,
1718042400,20.16,9.8,1,1,0.96,
1718044200,19.91,9.69,1,1,0.96,
1718046000,18.9,9.24,1,1,0.96,
1718047800,18.48,9.05,1,1,0.96,
1718049600,18.06,8.86,1,1,0.96,
1718051400,16.8,8.3,1,1,0.96,
1718053200,15.6,7.76,1,1,0.96,
1718055000,12.47,6.36,1,1,0.96,
1718056800,13.99,7.04,1,0,0.96,
1718058600,11.55,5.95,1,1,0.96,
1718060400,12.54,6.39,1,1,0.96,
1718062200,11.76,6.04,1,1,0.96,
1718064000,11.49,5.92,1,1,0.96,
1718065800,11.34,5.86,1,1,0.96,
1718067600,10.19,5.34,1,1,0.96,
1718069400,10.08,5.29,1,1,0.96,
1718071200,10.88,5.65,1,1,0.96,
1718073000,9.77,5.15,1,1,0.96,
1718074800,10.92,5.67,1,0,0.96,
1718076600,10.08,5.29,1,1,0.96,
1718078400,12.18,6.23,1,1,0.96,
1718080200,13.59,6.86,1,1,0.96,
1718082000,13.65,6.89,1,1,0.96,
1718083800,16.3,8.07,1,1,0.96,
1718085600,14.7,7.36,1,1,0.96,
1718087400,17.35,8.54,1,1,0.96,
1718089200,16.46,8.15,1,1,0.96,
1718091000,15.97,7.93,1,1,0.96,
1718092800,15.86,7.88,1,0,0.96,
1718094600,15.33,7.64,1,1,0.96,
1718096400,15.5,7.72,1,1,0.96,
1718098200,15.33,7.64,1,1,0.96,
1718100000,16.17,8.02,1,1,0.96,
1718101800,16.38,8.11,1,1,0.96,
1718103600,17.89,8.79,1,1,0.92,
1718105400,18.06,8.86,1,1,0.92,
1718107200,17.89,8.79,1,1,0.92,
1718109000,17.22,8.49,1,1,0.92,
1718110800,16.38,8.11,1,0,0.92,
1718112600,14.9,7.45,1,1,0.92,
1718114400,14.49,7.27,1,1,0.92,
1718116200,15.29,7.62,1,1,0.92,
1718118000,30.53,14.14,1,1,0.91,
1718119800,31.65,14.64,1,1,0.91,
1718121600,31.5,14.57,1,1,0.91,
1718123400,32.7,15.11,1,1,0.91,
1718125200,33.39,15.42,1,1,0.91,
1718127000,33.6,15.51,1,1,0.91,
1718128800,21.71,10.5,1,0,0.91,
1718130600,21.27,10.3,1,1,0.91,
1718132400,21.99,10.62,1,1,0.91,
1718134200,21.71,10.5,1,1,0.91,
1718136000,22.05,10.65,1,1,0.91,
1718137800,19.57,9.54,1,1,0.91,
1718139600,19.43,9.48,1,1,0.91,
1718141400,15.75,7.83,1,1,0.91,
1718143200,16.8,8.3,1,1,0.91,
